health_color,account_id,date,compute_credits_consumed
Yellow,ACC0007,2024-10-22,65
Green,ACC0007,2024-10-29,51
Green,ACC0007,2024-11-06,78
Green,ACC0007,2024-11-14,52
Green,ACC0007,2024-11-22,45
Green,ACC0007,2024-11-29,56
Green,ACC0007,2024-12-07,85
Yellow,ACC0007,2024-12-15,55
Yellow,ACC0007,2024-12-23,86
Yellow,ACC0007,2024-12-31,33
Green,ACC0008,2024-01-01,292
Green,ACC0008,2024-01-08,286
Green,ACC0008,2024-01-16,286
Green,ACC0008,2024-01-24,162
Green,ACC0008,2024-02-01,173
Yellow,ACC0008,2024-02-09,178
Yellow,ACC0008,2024-02-17,334
Yellow,ACC0008,2024-02-25,199
Yellow,ACC0008,2024-03-04,324
Yellow,ACC0008,2024-03-12,192
Yellow,ACC0008,2024-03-20,362
Yellow,ACC0008,2024-03-28,323
Yellow,ACC0008,2024-04-05,360
Yellow,ACC0008,2024-04-13,268
Yellow,ACC0008,2024-04-21,324
Yellow,ACC0008,2024-04-29,313
Yellow,ACC0008,2024-05-06,338
Green,ACC0008,2024-05-14,241
Green,ACC0008,2024-05-22,241
Green,ACC0008,2024-05-30,233
Green,ACC0008,2024-06-07,237
Green,ACC0008,2024-06-15,316
Green,ACC0008,2024-06-23,286
Green,ACC0008,2024-07-01,163
Green,ACC0008,2024-07-09,128
Green,ACC0008,2024-07-17,216
Green,ACC0008,2024-07-25,139
Green,ACC0008,2024-08-02,282
Green,ACC0008,2024-08-10,319
Green,ACC0008,2024-08-18,262
Green,ACC0008,2024-08-26,316
Green,ACC0008,2024-09-02,202
Green,ACC0008,2024-09-10,152
Green,ACC0008,2024-09-18,205
Green,ACC0008,2024-09-26,136
Green,ACC0008,2024-10-04,201
Green,ACC0008,2024-10-12,326
Green,ACC0008,2024-10-20,160
Green,ACC0008,2024-10-28,186
Green,ACC0008,2024-11-05,213
Green,ACC0008,2024-11-13,321
Green,ACC0008,2024-11-21,203
Green,ACC0008,2024-11-29,260
Green,ACC0008,2024-12-07,133
Green,ACC0008,2024-12-15,126
Green,ACC0008,2024-12-23,278
Green,ACC0008,2024-12-31,235
Red,ACC0009,2024-01-01,143
Red,ACC0009,2024-01-09,260
Red,ACC0009,2024-01-17,380
Green,ACC0009,2024-01-25,389
Green,ACC0009,2024-02-02,299
Green,ACC0009,2024-02-10,341
Green,ACC0009,2024-02-18,176
Green,ACC0009,2024-02-26,168
Green,ACC0009,2024-03-05,325
Green,ACC0009,2024-03-14,206
Green,ACC0009,2024-03-22,295
Green,ACC0009,2024-03-30,264
Green,ACC0009,2024-04-07,380
Red,ACC0009,2024-04-15,172
Red,ACC0009,2024-04-23,312
Red,ACC0009,2024-05-01,174
Red,ACC0009,2024-05-09,187
Red,ACC0009,2024-05-17,160
Red,ACC0009,2024-05-26,183
Red,ACC0009,2024-06-03,179
Red,ACC0009,2024-06-11,231
Red,ACC0009,2024-06-19,318
Yellow,ACC0009,2024-06-27,316
Yellow,ACC0009,2024-07-05,399
Yellow,ACC0009,2024-07-13,158
Yellow,ACC0009,2024-07-21,315
Yellow,ACC0009,2024-07-29,302
Yellow,ACC0009,2024-08-07,400
Yellow,ACC0009,2024-08-15,309
Yellow,ACC0009,2024-08-23,177
Yellow,ACC0009,2024-08-31,254
Yellow,ACC0009,2024-09-08,320
Green,ACC0009,2024-09-16,344
Green,ACC0009,2024-09-24,303
Green,ACC0009,2024-10-02,178
Green,ACC0009,2024-10-10,329
Green,ACC0009,2024-10-19,215
Green,ACC0009,2024-10-27,209
Green,ACC0009,2024-11-04,351
Green,ACC0009,2024-11-12,297
Green,ACC0009,2024-11-20,195
Green,ACC0009,2024-11-28,348
Yellow,ACC0009,2024-12-06,239
Yellow,ACC0009,2024-12-14,253
Yellow,ACC0009,2024-12-22,327
Yellow,ACC0009,2024-12-31,319
Yellow,ACC0010,2024-01-01,32
Yellow,ACC0010,2024-01-09,46
Yellow,ACC0010,2024-01-17,20
Yellow,ACC0010,2024-01-25,41
Yellow,ACC0010,2024-02-02,36
Yellow,ACC0010,2024-02-10,18
Yellow,ACC0010,2024-02-18,43
Yellow,ACC0010,2024-02-26,32
Yellow,ACC0010,2024-03-05,41
Yellow,ACC0010,2024-03-14,24
Yellow,ACC0010,2024-03-22,45
Yellow,ACC0010,2024-03-30,31
Yellow,ACC0010,2024-04-07,17
Yellow,ACC0010,2024-04-15,25
Yellow,ACC0010,2024-04-23,29
Yellow,ACC0010,2024-05-01,17
Yellow,ACC0010,2024-05-09,41
Green,ACC0010,2024-05-17,28
Green,ACC0010,2024-05-26,27
Green,ACC0010,2024-06-03,18
Green,ACC0010,2024-06-11,21
Green,ACC0010,2024-06-19,29
Green,ACC0010,2024-06-27,27
Red,ACC0010,2024-07-05,37
Green,ACC0010,2024-07-13,21
Green,ACC0010,2024-07-21,41
Green,ACC0010,2024-07-29,36
Green,ACC0010,2024-08-07,42
Green,ACC0010,2024-08-15,21
Green,ACC0010,2024-08-23,33
Green,ACC0010,2024-08-31,45
Green,ACC0010,2024-09-08,23
Green,ACC0010,2024-09-16,38
Green,ACC0010,2024-09-24,40
Green,ACC0010,2024-10-02,23
Green,ACC0010,2024-10-10,23
Green,ACC0010,2024-10-19,27
Green,ACC0010,2024-10-27,42
Green,ACC0010,2024-11-04,34
Green,ACC0010,2024-11-12,35
Green,ACC0010,2024-11-20,27
Green,ACC0010,2024-11-28,33
Green,ACC0010,2024-12-06,44
Green,ACC0010,2024-12-14,43
Green,ACC0010,2024-12-22,27
Green,ACC0010,2024-12-31,28
Green,ACC0011,2024-01-01,700
Green,ACC0011,2024-01-08,399
Green,ACC0011,2024-01-15,524
Green,ACC0011,2024-01-23,364
Green,ACC0011,2024-01-30,660
Green,ACC0011,2024-02-07,462
Green,ACC0011,2024-02-14,702
Green,ACC0011,2024-02-22,836
Green,ACC0011,2024-02-29,382
Green,ACC0011,2024-03-08,384
Green,ACC0011,2024-03-15,369
Green,ACC0011,2024-03-22,510
Green,ACC0011,2024-03-30,607
Green,ACC0011,2024-04-06,605
Green,ACC0011,2024-04-14,745
Green,ACC0011,2024-04-21,962
Green,ACC0011,2024-04-29,588
Green,ACC0011,2024-05-06,418
Green,ACC0011,2024-05-14,569
Green,ACC0011,2024-05-21,711
Green,ACC0011,2024-05-28,907
Green,ACC0011,2024-06-05,384
Green,ACC0011,2024-06-12,451
Green,ACC0011,2024-06-20,779
Green,ACC0011,2024-06-27,417
Green,ACC0011,2024-07-05,450
Green,ACC0011,2024-07-12,568
Red,ACC0011,2024-07-20,541
Red,ACC0011,2024-07-27,370
Red,ACC0011,2024-08-04,465
Green,ACC0011,2024-08-11,736
Green,ACC0011,2024-08-18,339
Green,ACC0011,2024-08-26,905
Green,ACC0011,2024-09-02,527
Green,ACC0011,2024-09-10,951
Green,ACC0011,2024-09-17,814
Green,ACC0011,2024-09-25,434
Green,ACC0011,2024-10-02,592
Green,ACC0011,2024-10-10,495
Green,ACC0011,2024-10-17,758
Green,ACC0011,2024-10-24,496
Green,ACC0011,2024-11-01,532
Green,ACC0011,2024-11-08,490
Green,ACC0011,2024-11-16,589
Green,ACC0011,2024-11-23,602
Green,ACC0011,2024-12-01,863
Green,ACC0011,2024-12-08,600
Green,ACC0011,2024-12-16,813
Green,ACC0011,2024-12-23,797
Green,ACC0011,2024-12-31,775
Green,ACC0012,2024-01-01,35
Green,ACC0012,2024-01-08,27
Green,ACC0012,2024-01-15,40
Green,ACC0012,2024-01-22,20
Green,ACC0012,2024-01-29,36
Green,ACC0012,2024-02-05,29
Green,ACC0012,2024-02-12,35
Green,ACC0012,2024-02-20,24
Green,ACC0012,2024-02-27,47
Green,ACC0012,2024-03-05,18
Green,ACC0012,2024-03-12,38
Green,ACC0012,2024-03-19,23
Green,ACC0012,2024-03-26,21
Green,ACC0012,2024-04-03,36
Green,ACC0012,2024-04-10,40
Green,ACC0012,2024-04-17,47
Green,ACC0012,2024-04-24,26
Green,ACC0012,2024-05-01,22
Green,ACC0012,2024-05-08,35
Green,ACC0012,2024-05-15,31
Green,ACC0012,2024-05-23,31
Green,ACC0012,2024-05-30,48
Green,ACC0012,2024-06-06,28
Green,ACC0012,2024-06-13,48
Green,ACC0012,2024-06-20,35
Green,ACC0012,2024-06-27,43
Green,ACC0012,2024-07-05,35
Green,ACC0012,2024-07-12,25
Green,ACC0012,2024-07-19,40
Green,ACC0012,2024-07-26,21
Green,ACC0012,2024-08-02,34
Green,ACC0012,2024-08-09,20
Green,ACC0012,2024-08-17,23
Green,ACC0012,2024-08-24,41
Green,ACC0012,2024-08-31,42
Green,ACC0012,2024-09-07,42
Green,ACC0012,2024-09-14,43
Red,ACC0012,2024-09-21,30
Red,ACC0012,2024-09-28,39
Red,ACC0012,2024-10-06,47
Red,ACC0012,2024-10-13,33
Red,ACC0012,2024-10-20,36
Yellow,ACC0012,2024-10-27,36
Yellow,ACC0012,2024-11-03,41
Yellow,ACC0012,2024-11-10,21
Yellow,ACC0012,2024-11-18,24
Yellow,ACC0012,2024-11-25,48
Yellow,ACC0012,2024-12-02,30
Yellow,ACC0012,2024-12-09,23
Yellow,ACC0012,2024-12-16,35
Yellow,ACC0012,2024-12-23,37
Green,ACC0012,2024-12-31,32
Green,ACC0013,2024-01-01,44
Green,ACC0013,2024-01-08,26
Green,ACC0013,2024-01-16,33
Green,ACC0013,2024-01-24,26
Green,ACC0013,2024-02-01,33
Green,ACC0013,2024-02-09,23
Green,ACC0013,2024-02-17,19
Green,ACC0013,2024-02-25,39
Green,ACC0013,2024-03-04,37
Green,ACC0013,2024-03-12,32
Green,ACC0013,2024-03-20,20
Green,ACC0013,2024-03-28,28
Green,ACC0013,2024-04-05,22
Green,ACC0013,2024-04-13,35
Green,ACC0013,2024-04-21,36
Green,ACC0013,2024-04-29,36
Green,ACC0013,2024-05-06,22
Green,ACC0013,2024-05-14,15
Green,ACC0013,2024-05-22,26
Green,ACC0013,2024-05-30,25
Green,ACC0013,2024-06-07,18
Green,ACC0013,2024-06-15,31
Yellow,ACC0013,2024-06-23,35
Green,ACC0013,2024-07-01,19
Green,ACC0013,2024-07-09,25
Yellow,ACC0013,2024-07-17,40
Yellow,ACC0013,2024-07-25,16
Yellow,ACC0013,2024-08-02,44
Yellow,ACC0013,2024-08-10,20
Yellow,ACC0013,2024-08-18,42
Yellow,ACC0013,2024-08-26,39
Yellow,ACC0013,2024-09-02,21
Yellow,ACC0013,2024-09-10,41
Green,ACC0013,2024-09-18,38
Green,ACC0013,2024-09-26,43
Green,ACC0013,2024-10-04,33
Green,ACC0013,2024-10-12,39
Green,ACC0013,2024-10-20,23
Green,ACC0013,2024-10-28,28
Green,ACC0013,2024-11-05,43
Green,ACC0013,2024-11-13,27
Green,ACC0013,2024-11-21,15
Green,ACC0013,2024-11-29,43
Green,ACC0013,2024-12-07,22
Yellow,ACC0013,2024-12-15,19
Yellow,ACC0013,2024-12-23,19
Yellow,ACC0013,2024-12-31,32
Green,ACC0014,2024-01-01,22
Green,ACC0014,2024-01-08,20
Green,ACC0014,2024-01-16,22
Green,ACC0014,2024-01-23,16
Green,ACC0014,2024-01-31,21
Green,ACC0014,2024-02-08,26
Green,ACC0014,2024-02-15,26
Green,ACC0014,2024-02-23,24
Green,ACC0014,2024-03-01,18
Green,ACC0014,2024-03-09,36
Green,ACC0014,2024-03-17,27
Green,ACC0014,2024-03-24,38
Green,ACC0014,2024-04-01,29
Yellow,ACC0014,2024-04-08,31
Yellow,ACC0014,2024-04-16,29
Yellow,ACC0014,2024-04-24,39
Yellow,ACC0014,2024-05-01,24
Yellow,ACC0014,2024-05-09,25
Yellow,ACC0014,2024-05-16,32
Yellow,ACC0014,2024-05-24,35
Yellow,ACC0014,2024-06-01,32
Yellow,ACC0014,2024-06-08,41
Yellow,ACC0014,2024-06-16,26
Green,ACC0014,2024-06-23,18
Green,ACC0014,2024-07-01,40
Green,ACC0014,2024-07-09,19
Green,ACC0014,2024-07-16,24
Green,ACC0014,2024-07-24,24
Green,ACC0014,2024-07-31,34
Green,ACC0014,2024-08-08,39
Green,ACC0014,2024-08-16,28
Green,ACC0014,2024-08-23,25
Green,ACC0014,2024-08-31,20
Green,ACC0014,2024-09-07,39
Green,ACC0014,2024-09-15,18
Green,ACC0014,2024-09-23,21
Green,ACC0014,2024-09-30,31
Green,ACC0014,2024-10-08,35
Green,ACC0014,2024-10-15,16
Green,ACC0014,2024-10-23,22
Green,ACC0014,2024-10-31,32
Green,ACC0014,2024-11-07,35
Green,ACC0014,2024-11-15,40
Green,ACC0014,2024-11-22,37
Green,ACC0014,2024-11-30,42
Green,ACC0014,2024-12-08,25
Green,ACC0014,2024-12-15,20
Yellow,ACC0014,2024-12-23,28
Yellow,ACC0014,2024-12-31,41
Green,ACC0015,2024-01-01,15
Yellow,ACC0015,2024-01-08,19
Yellow,ACC0015,2024-01-15,11
Yellow,ACC0015,2024-01-22,11
Green,ACC0015,2024-01-30,12
Green,ACC0015,2024-02-06,16
Green,ACC0015,2024-02-13,7
Green,ACC0015,2024-02-21,10
Green,ACC0015,2024-02-28,15
Green,ACC0015,2024-03-06,17
Green,ACC0015,2024-03-14,14
Green,ACC0015,2024-03-21,16
Green,ACC0015,2024-03-28,9
Green,ACC0015,2024-04-04,15
Green,ACC0015,2024-04-12,20
Green,ACC0015,2024-04-19,15
Green,ACC0015,2024-04-26,9
Green,ACC0015,2024-05-04,13
Green,ACC0015,2024-05-11,12
Green,ACC0015,2024-05-18,17
Green,ACC0015,2024-05-26,8
Green,ACC0015,2024-06-02,18
Green,ACC0015,2024-06-09,9
Green,ACC0015,2024-06-16,19
Green,ACC0015,2024-06-24,12
Green,ACC0015,2024-07-01,18
Green,ACC0015,2024-07-08,8
Green,ACC0015,2024-07-16,18
Green,ACC0015,2024-07-23,14
Green,ACC0015,2024-07-30,10
Green,ACC0015,2024-08-07,17
Green,ACC0015,2024-08-14,8
Yellow,ACC0015,2024-08-21,7
Green,ACC0015,2024-08-28,19
Green,ACC0015,2024-09-05,13
Green,ACC0015,2024-09-12,7
Green,ACC0015,2024-09-19,8
Green,ACC0015,2024-09-27,19
Green,ACC0015,2024-10-04,11
Green,ACC0015,2024-10-11,7
Green,ACC0015,2024-10-19,18
Green,ACC0015,2024-10-26,9
Green,ACC0015,2024-11-02,12
Green,ACC0015,2024-11-09,9
Green,ACC0015,2024-11-17,13
Green,ACC0015,2024-11-24,15
Green,ACC0015,2024-12-01,9
Green,ACC0015,2024-12-09,13
Green,ACC0015,2024-12-16,11
Green,ACC0015,2024-12-23,11
Green,ACC0015,2024-12-31,19
Green,ACC0016,2024-01-01,456
Green,ACC0016,2024-01-08,290
Green,ACC0016,2024-01-15,421
Green,ACC0016,2024-01-22,381
Green,ACC0016,2024-01-30,251
Green,ACC0016,2024-02-06,334
Green,ACC0016,2024-02-13,257
Green,ACC0016,2024-02-21,257
Green,ACC0016,2024-02-28,360
Green,ACC0016,2024-03-06,465
Green,ACC0016,2024-03-14,228
Green,ACC0016,2024-03-21,468
Green,ACC0016,2024-03-28,354
Green,ACC0016,2024-04-04,189
Green,ACC0016,2024-04-12,165
Green,ACC0016,2024-04-19,373
Green,ACC0016,2024-04-26,426
Green,ACC0016,2024-05-04,465
Green,ACC0016,2024-05-11,344
Green,ACC0016,2024-05-18,392
Green,ACC0016,2024-05-26,273
